student_id,name,programme,level,semester,gpa,attendance,credit_ratio,failed_modules,financial_flag,repeated_course,probation,dropout
UEN/CS/2022/508,Afia Darko,Computer Science,300,2,2.93,82.3,0.834,1,0,0,0,0
UEN/EE/2023/509,Kwabena Appiah,Electrical Eng.,400,1,2.86,87.1,0.964,1,0,0,0,0
UEN/BA/2022/510,Asante Asante,Business Admin.,300,2,2.42,63.4,0.681,3,1,1,0,1
UEN/ME/2023/511,Esi Boateng,Mech. Engineering,400,1,3.21,78.4,0.87,0,0,0,0,0
UEN/EE/2023/512,Poku Antwi,Electrical Eng.,400,1,2.96,76.1,0.957,1,0,0,0,0
UEN/BA/2023/513,Efua Boateng,Business Admin.,400,1,3.84,100.0,0.874,3,0,0,0,0
UEN/EE/2022/514,Fiifi Antwi,Electrical Eng.,300,1,3.82,79.3,0.88,0,0,0,0,0
UEN/ME/2022/515,Adwoa Darko,Mech. Engineering,300,1,4.0,76.3,1.079,1,0,0,0,0
UEN/EE/2020/516,Fiifi Agyemang,Electrical Eng.,100,2,3.05,92.2,0.895,1,0,0,0,0
UEN/ME/2020/517,Adwoa Quartey,Mech. Engineering,100,1,2.78,69.3,0.72,1,0,0,0,1
UEN/BA/2022/518,Esi Asante,Business Admin.,300,2,3.23,92.0,0.831,1,0,0,0,0
UEN/EE/2022/519,Serwaa Sarpong,Electrical Eng.,300,2,3.32,85.1,0.727,0,0,0,0,0
UEN/BA/2021/520,Kofi Bonsu,Business Admin.,200,2,3.01,73.2,1.024,0,0,0,0,0
UEN/CS/2022/521,Ohemaa Kumi,Computer Science,300,2,4.0,94.3,0.883,0,0,0,0,0
UEN/ME/2021/522,Adjoa Nyarko,Mech. Engineering,200,1,2.68,82.0,0.782,3,0,0,0,1
UEN/CS/2022/523,Kwabena Kumi,Computer Science,300,2,4.0,99.3,0.97,0,0,0,0,0
UEN/CS/2022/524,Asante Frimpong,Computer Science,300,2,2.74,59.2,0.484,2,0,1,0,1
UEN/BA/2021/525,Akosua Agyemang,Business Admin.,200,2,2.42,75.1,0.719,2,1,0,0,1
UEN/ME/2021/526,Kobby Appiah,Mech. Engineering,200,1,3.9,100.0,0.83,0,0,0,0,0
UEN/ME/2020/527,Yaw Adjei,Mech. Engineering,100,2,3.41,84.2,1.047,1,0,0,0,0
UEN/BA/2021/528,Kow Agyemang,Business Admin.,200,2,3.67,94.6,1.063,1,0,0,0,0
UEN/ME/2021/529,Abena Adjei,Mech. Engineering,200,2,3.1,98.3,0.985,1,0,0,0,0
UEN/ME/2020/530,Kwame Appiah,Mech. Engineering,100,1,2.65,82.3,0.744,2,0,0,0,0
UEN/BA/2020/531,Kofi Agyei,Business Admin.,100,1,4.0,93.8,0.958,0,0,0,0,0
UEN/EE/2020/532,Ato Twumasi,Electrical Eng.,100,2,3.04,73.5,0.856,1,0,0,0,0
UEN/EE/2021/533,Kwame Appiah,Electrical Eng.,200,2,1.9,61.0,0.513,2,0,0,0,1
UEN/CS/2022/534,Afia Frimpong,Computer Science,300,2,3.85,100.0,1.017,0,0,0,0,0
UEN/EE/2020/535,Kweku Agyei,Electrical Eng.,100,1,2.63,76.8,0.868,1,0,0,0,0
UEN/BA/2023/536,Kow Darko,Business Admin.,400,1,2.02,69.4,0.594,2,0,0,0,1
UEN/BA/2023/537,Fiifi Agyei,Business Admin.,400,1,2.39,59.6,0.572,3,0,0,0,1
UEN/CS/2023/538,Owusu Agyei,Computer Science,400,2,3.17,77.5,0.876,1,0,0,0,0
UEN/CS/2020/539,Kobby Agyei,Computer Science,100,2,3.43,90.4,0.873,2,0,0,0,0
UEN/EE/2021/540,Kwame Adjei,Electrical Eng.,200,2,2.58,80.2,0.855,2,0,1,0,1
UEN/CS/2022/541,Maame Appiah,Computer Science,300,1,3.18,99.6,1.131,0,0,0,0,0
UEN/CS/2021/542,Abena Acheampong,Computer Science,200,2,3.51,82.3,0.854,0,0,0,0,0
UEN/EE/2020/543,Kofi Addo,Electrical Eng.,100,1,2.54,86.2,0.531,1,0,0,0,0
UEN/EE/2022/544,Kojo Twumasi,Electrical Eng.,300,2,4.0,82.7,1.015,0,0,0,0,0
UEN/CS/2022/545,Maame Antwi,Computer Science,300,2,4.0,93.7,1.133,0,0,0,0,0
UEN/CS/2021/546,Kojo Asante,Computer Science,200,1,3.16,85.0,0.984,0,0,0,0,0
UEN/CS/2021/547,Adwoa Sarpong,Computer Science,200,1,3.83,100.0,0.724,0,0,0,0,0
UEN/BA/2022/548,Abena Ntiamoah,Business Admin.,300,2,2.85,72.1,0.861,1,0,0,0,0
UEN/BA/2022/549,Serwaa Danso,Business Admin.,300,2,3.5,79.5,0.733,0,0,0,0,0
UEN/EE/2020/550,Kobby Tawiah,Electrical Eng.,100,2,2.54,86.3,0.629,1,0,0,0,0
UEN/ME/2022/551,Afia Barimah,Mech. Engineering,300,2,2.78,71.5,0.852,2,0,0,0,0
UEN/EE/2021/552,Ohemaa Boateng,Electrical Eng.,200,2,2.9,69.9,0.84,1,0,0,0,0
UEN/CS/2022/553,Ewurama Kumi,Computer Science,300,2,3.3,80.9,0.749,1,0,0,0,0
UEN/EE/2023/554,Kwadwo Frimpong,Electrical Eng.,400,2,3.2,79.5,0.856,0,0,0,0,0
UEN/CS/2023/555,Kofi Addo,Computer Science,400,2,3.24,72.5,0.721,1,0,0,0,0
UEN/CS/2022/556,Kofi Twumasi,Computer Science,300,1,1.58,76.1,0.452,3,0,1,0,1
UEN/EE/2020/557,Adwoa Amoah,Electrical Eng.,100,2,2.16,70.1,0.676,1,0,0,0,1
UEN/CS/2023/558,Akua Owusu,Computer Science,400,1,3.31,86.6,1.085,2,0,0,0,0
UEN/CS/2021/559,Afia Boateng,Computer Science,200,2,3.45,98.9,0.742,1,0,0,0,0
UEN/CS/2021/560,Afia Danso,Computer Science,200,1,2.14,79.5,0.781,2,0,0,0,0
UEN/BA/2021/561,Esi Agyemang,Business Admin.,200,2,2.64,63.8,0.791,1,0,0,0,0
UEN/ME/2023/562,Asante Nyarko,Mech. Engineering,400,1,2.41,67.7,0.526,1,0,0,0,1
UEN/EE/2021/563,Owusu Boateng,Electrical Eng.,200,2,4.0,76.9,0.866,2,0,0,0,0
UEN/BA/2021/564,Barimah Antwi,Business Admin.,200,1,2.69,89.9,1.113,0,0,0,0,0
UEN/BA/2020/565,Adwoa Ansah,Business Admin.,100,2,1.27,54.7,0.638,2,1,1,0,1
UEN/ME/2023/566,Efua Osei,Mech. Engineering,400,2,3.31,71.7,0.801,2,0,0,0,0
UEN/EE/2021/567,Abena Ansah,Electrical Eng.,200,2,3.36,93.8,0.907,0,0,0,0,0
UEN/ME/2021/568,Kwadwo Addo,Mech. Engineering,200,1,3.33,83.1,1.002,0,0,0,0,0
UEN/CS/2020/569,Kofi Osei,Computer Science,100,1,3.83,85.9,0.886,0,0,0,0,0
UEN/ME/2021/570,Ohemaa Addo,Mech. Engineering,200,1,2.96,87.4,0.795,1,0,0,0,0
UEN/BA/2022/571,Owusu Tawiah,Business Admin.,300,1,3.62,89.1,1.052,0,0,0,0,0
UEN/ME/2020/572,Nana Antwi,Mech. Engineering,100,1,3.66,97.6,0.838,0,0,0,0,0
UEN/EE/2020/573,Kwesi Twumasi,Electrical Eng.,100,1,3.44,86.1,0.918,0,0,0,0,0
UEN/EE/2021/574,Kwesi Osei,Electrical Eng.,200,2,3.45,100.0,0.855,0,0,0,0,0
UEN/EE/2023/575,Esi Bonsu,Electrical Eng.,400,1,1.22,65.0,0.456,3,1,0,1,1
UEN/BA/2022/576,Asante Appiah,Business Admin.,300,2,3.69,100.0,0.901,0,0,0,0,0
UEN/BA/2023/577,Kwabena Mensah,Business Admin.,400,1,4.0,100.0,0.988,0,0,0,0,0
UEN/CS/2021/578,Kwadwo Asante,Computer Science,200,1,2.47,77.0,0.8,1,0,0,0,0
UEN/CS/2023/579,Maame Kumi,Computer Science,400,1,3.46,87.0,0.712,0,0,0,0,0
UEN/BA/2023/580,Ohemaa Addo,Business Admin.,400,1,3.47,99.7,0.867,0,0,0,0,0
UEN/BA/2022/581,Kobby Antwi,Business Admin.,300,1,3.59,76.0,0.962,1,0,0,0,0
UEN/ME/2021/582,Kwame Bonsu,Mech. Engineering,200,1,2.73,71.9,0.726,2,0,0,0,0
UEN/CS/2021/583,Kojo Kumi,Computer Science,200,2,2.27,52.5,0.735,2,1,0,0,1
UEN/CS/2022/584,Adwoa Fordjour,Computer Science,300,1,3.39,92.7,1.012,0,0,0,0,0
UEN/ME/2020/585,Yaw Addo,Mech. Engineering,100,2,2.35,80.6,0.856,1,0,0,0,0
UEN/EE/2022/586,Kwesi Agyei,Electrical Eng.,300,2,2.78,78.3,1.01,2,0,0,0,0
UEN/ME/2023/587,Maame Fordjour,Mech. Engineering,400,2,3.06,87.7,0.559,1,0,0,0,0
UEN/CS/2022/588,Esi Asante,Computer Science,300,2,2.8,84.1,0.805,1,0,0,0,0
UEN/CS/2020/589,Kwame Agyei,Computer Science,100,2,3.11,92.3,0.815,1,0,0,0,0
UEN/CS/2023/590,Yaw Asante,Computer Science,400,2,3.58,87.7,0.936,0,0,0,0,0
UEN/EE/2020/591,Afia Owusu,Electrical Eng.,100,1,3.49,98.1,0.928,0,0,0,0,0
UEN/BA/2021/592,Ohemaa Danso,Business Admin.,200,2,2.29,59.0,0.497,2,0,0,0,1
UEN/CS/2020/593,Efua Owusu,Computer Science,100,1,3.36,79.8,0.836,1,0,0,0,0
UEN/BA/2023/594,Abena Frimpong,Business Admin.,400,1,2.26,50.9,0.663,2,0,0,0,1
UEN/CS/2023/595,Kwame Adjei,Computer Science,400,1,3.12,77.6,0.868,1,0,0,0,0
UEN/EE/2022/596,Adjoa Boateng,Electrical Eng.,300,1,2.43,78.9,0.778,1,0,0,0,0
UEN/EE/2021/597,Maame Twumasi,Electrical Eng.,200,2,3.68,68.1,0.839,0,0,0,0,0
UEN/CS/2022/598,Akosua Adjei,Computer Science,300,1,3.49,89.2,0.762,0,0,0,0,0
UEN/CS/2023/599,Barimah Darko,Computer Science,400,2,3.24,91.2,0.803,0,0,0,0,0
UEN/EE/2021/600,Ama Frimpong,Electrical Eng.,200,1,3.0,82.2,0.649,2,0,0,0,0
UEN/ME/2022/601,Kobby Mensah,Mech. Engineering,300,1,3.69,99.0,0.757,0,0,0,0,0
UEN/CS/2020/602,Kwadwo Agyemang,Computer Science,100,1,3.72,98.6,1.015,1,0,0,0,0
UEN/EE/2020/603,Ato Agyemang,Electrical Eng.,100,1,3.87,85.9,0.855,0,0,0,0,0
UEN/BA/2023/604,Adwoa Acheampong,Business Admin.,400,2,2.5,76.3,0.571,1,0,0,0,0
UEN/EE/2021/605,Kow Antwi,Electrical Eng.,200,1,3.56,91.0,1.023,0,0,0,0,0
UEN/BA/2023/606,Kofi Asante,Business Admin.,400,2,2.35,64.2,0.609,2,1,0,0,1
UEN/BA/2021/607,Ama Adjei,Business Admin.,200,2,3.51,91.2,0.844,0,0,0,0,0
UEN/EE/2020/608,Maame Tawiah,Electrical Eng.,100,1,2.68,91.1,0.798,2,0,0,0,0
UEN/CS/2022/609,Kofi Frimpong,Computer Science,300,1,3.31,51.6,0.723,2,0,0,0,0
UEN/CS/2020/610,Barimah Adjei,Computer Science,100,2,2.81,71.1,1.042,1,0,0,0,0
UEN/CS/2020/611,Ama Boateng,Computer Science,100,1,2.65,79.3,0.798,1,0,0,0,0
UEN/CS/2021/612,Asante Darko,Computer Science,200,1,1.98,74.0,0.64,2,0,0,0,1
UEN/CS/2022/613,Kwadwo Mensah,Computer Science,300,2,2.85,84.1,0.792,1,0,0,0,0
UEN/BA/2020/614,Adjoa Adjei,Business Admin.,100,2,2.35,65.4,0.702,1,0,0,0,0
UEN/BA/2022/615,Akua Appiah,Business Admin.,300,1,1.34,72.1,0.611,2,0,0,1,1
UEN/BA/2021/616,Poku Appiah,Business Admin.,200,2,3.15,79.4,0.738,0,0,0,0,0
UEN/BA/2022/617,Poku Acheampong,Business Admin.,300,1,3.5,86.8,0.832,0,0,0,0,0
UEN/EE/2021/618,Ewurama Ansah,Electrical Eng.,200,2,2.66,95.5,0.971,1,0,0,0,0
UEN/BA/2022/619,Maame Mensah,Business Admin.,300,1,4.0,82.1,0.985,0,0,0,0,0
UEN/EE/2022/620,Akosua Appiah,Electrical Eng.,300,2,3.15,100.0,1.025,0,0,0,0,0
UEN/BA/2021/621,Nana Agyei,Business Admin.,200,1,3.33,96.9,0.872,0,0,0,0,0
UEN/BA/2022/622,Ama Danso,Business Admin.,300,1,2.83,99.1,0.822,0,0,0,0,0
UEN/CS/2023/623,Abena Asante,Computer Science,400,2,3.04,87.0,0.796,1,0,0,0,0
UEN/BA/2020/624,Kwesi Ntiamoah,Business Admin.,100,1,2.94,82.5,0.735,2,0,0,0,0
UEN/EE/2023/625,Fiifi Agyemang,Electrical Eng.,400,2,3.4,98.4,0.953,0,0,0,0,0
UEN/CS/2023/626,Owusu Quartey,Computer Science,400,2,2.93,77.7,0.867,1,0,0,0,0
UEN/ME/2023/627,Kow Boateng,Mech. Engineering,400,2,2.44,60.5,0.667,1,0,0,0,1
UEN/CS/2020/628,Kweku Ansah,Computer Science,100,1,2.59,65.5,0.62,2,1,1,0,1
UEN/CS/2023/629,Maame Frimpong,Computer Science,400,2,2.79,90.1,0.753,1,0,0,0,0
UEN/CS/2021/630,Kow Addo,Computer Science,200,2,3.8,98.8,0.962,0,0,0,0,0
UEN/EE/2023/631,Kwadwo Twumasi,Electrical Eng.,400,2,3.27,91.8,0.79,0,0,0,0,0
UEN/CS/2023/632,Asante Asante,Computer Science,400,2,2.89,66.8,0.754,2,0,0,0,0
UEN/CS/2020/633,Ato Asante,Computer Science,100,2,1.73,57.2,0.468,2,1,1,0,1
UEN/EE/2021/634,Serwaa Ntiamoah,Electrical Eng.,200,1,3.61,80.2,0.996,0,0,0,0,0
UEN/ME/2022/635,Kobby Bonsu,Mech. Engineering,300,2,3.2,73.4,0.84,0,0,0,0,0
UEN/CS/2023/636,Afia Tawiah,Computer Science,400,2,3.22,90.5,0.852,1,0,0,0,0
UEN/BA/2020/637,Yaw Ansah,Business Admin.,100,2,3.3,75.5,0.818,1,0,0,0,0
UEN/BA/2020/638,Ewurama Barimah,Business Admin.,100,1,4.0,86.7,0.932,0,0,0,0,0
UEN/ME/2022/639,Kobby Boateng,Mech. Engineering,300,2,2.63,67.0,0.659,1,0,0,0,0
UEN/BA/2023/640,Adwoa Agyemang,Business Admin.,400,2,3.25,87.8,0.945,0,0,0,0,0
UEN/BA/2021/641,Kwadwo Adjei,Business Admin.,200,1,2.53,67.5,0.807,1,0,0,0,0
UEN/CS/2021/642,Fiifi Appiah,Computer Science,200,1,2.94,83.5,0.757,1,0,0,0,0
UEN/BA/2023/643,Kwesi Frimpong,Business Admin.,400,2,2.45,79.7,0.942,1,0,0,0,0
UEN/EE/2022/644,Akosua Nyarko,Electrical Eng.,300,1,3.22,84.0,0.755,1,0,0,0,0
UEN/BA/2022/645,Kwesi Bonsu,Business Admin.,300,2,3.22,89.2,0.919,1,0,0,0,0
UEN/EE/2020/646,Akua Acheampong,Electrical Eng.,100,1,2.4,100.0,0.743,1,0,0,0,0
UEN/BA/2021/647,Owusu Ntiamoah,Business Admin.,200,1,3.56,69.2,0.856,0,0,0,0,0
UEN/BA/2022/648,Adjoa Fordjour,Business Admin.,300,2,3.73,89.0,0.826,1,0,0,0,0
UEN/CS/2023/649,Kwesi Fordjour,Computer Science,400,1,2.72,70.9,0.608,1,0,0,0,1
UEN/ME/2023/650,Poku Agyei,Mech. Engineering,400,2,2.43,74.6,0.84,1,0,0,0,1
UEN/BA/2020/651,Kwabena Barimah,Business Admin.,100,2,3.48,79.2,0.97,0,0,0,0,0
UEN/CS/2023/652,Nana Osei,Computer Science,400,1,2.4,82.7,0.795,1,0,0,0,0
UEN/BA/2023/653,Esi Ansah,Business Admin.,400,2,3.13,84.7,0.816,1,0,0,0,0
UEN/EE/2022/654,Yaw Asante,Electrical Eng.,300,1,2.85,90.9,0.815,2,0,0,0,0
UEN/EE/2023/655,Ato Owusu,Electrical Eng.,400,1,4.0,99.1,0.944,1,0,0,0,0
UEN/EE/2020/656,Ohemaa Kumi,Electrical Eng.,100,1,3.38,89.3,0.857,1,0,0,0,0
UEN/EE/2021/657,Poku Owusu,Electrical Eng.,200,1,3.73,91.7,0.987,0,0,0,0,0
UEN/CS/2022/658,Abena Boateng,Computer Science,300,1,3.22,94.6,0.799,1,0,0,0,0
UEN/ME/2021/659,Nana Agyei,Mech. Engineering,200,1,3.04,94.3,0.961,0,0,0,0,0
UEN/EE/2021/660,Nana Agyemang,Electrical Eng.,200,2,3.41,93.2,0.899,0,0,0,0,0
UEN/CS/2020/661,Poku Mensah,Computer Science,100,1,3.44,99.7,0.939,0,0,0,0,0
UEN/EE/2022/662,Kwabena Osei,Electrical Eng.,300,1,3.52,83.2,0.965,0,0,0,0,0
UEN/BA/2022/663,Asante Ntiamoah,Business Admin.,300,1,3.27,72.6,0.844,1,0,0,0,0
UEN/BA/2020/664,Abena Asante,Business Admin.,100,2,3.5,92.3,0.864,0,0,0,0,0
UEN/CS/2021/665,Yaw Danso,Computer Science,200,2,3.57,94.3,0.81,0,0,0,0,0
UEN/BA/2022/666,Abena Antwi,Business Admin.,300,1,3.21,69.7,0.86,1,0,0,0,0
UEN/ME/2020/667,Kwame Agyemang,Mech. Engineering,100,1,3.63,86.4,0.704,0,0,0,0,0
UEN/BA/2022/668,Kwame Tawiah,Business Admin.,300,2,3.64,97.5,0.858,0,0,0,0,0
UEN/EE/2023/669,Ama Twumasi,Electrical Eng.,400,2,2.89,79.5,0.755,1,0,0,0,0
UEN/ME/2023/670,Abena Bonsu,Mech. Engineering,400,2,3.49,81.4,0.83,1,0,0,0,0
UEN/EE/2022/671,Asante Osei,Electrical Eng.,300,2,4.0,100.0,1.021,0,0,0,0,0
UEN/BA/2022/672,Nana Agyei,Business Admin.,300,1,2.97,92.2,0.984,1,0,0,0,0
UEN/CS/2020/673,Adjoa Boateng,Computer Science,100,1,2.29,88.7,0.749,1,0,0,0,0
UEN/EE/2023/674,Akua Amoah,Electrical Eng.,400,1,2.91,86.6,0.818,1,0,0,0,0
UEN/EE/2022/675,Akua Frimpong,Electrical Eng.,300,1,2.73,84.3,0.8,2,0,0,0,0
UEN/EE/2023/676,Efua Agyei,Electrical Eng.,400,1,2.5,77.4,0.788,1,0,0,0,0
UEN/BA/2023/677,Akua Barimah,Business Admin.,400,1,3.26,76.8,0.856,0,0,0,0,0
UEN/CS/2021/678,Kwame Adjei,Computer Science,200,2,3.38,89.7,1.037,0,0,0,0,0
UEN/EE/2021/679,Nana Addo,Electrical Eng.,200,2,3.75,100.0,0.805,1,0,0,0,0
UEN/BA/2023/680,Fiifi Antwi,Business Admin.,400,2,3.72,95.4,0.792,0,0,0,0,0
UEN/EE/2021/681,Asante Boateng,Electrical Eng.,200,2,3.4,76.8,1.051,0,0,0,0,0
UEN/EE/2020/682,Abena Addo,Electrical Eng.,100,2,3.59,100.0,0.951,0,0,0,0,0
UEN/CS/2020/683,Adwoa Nyarko,Computer Science,100,2,3.37,98.1,0.806,0,0,0,0,0
UEN/CS/2020/684,Poku Kumi,Computer Science,100,1,2.5,84.4,0.768,1,0,0,0,0
UEN/BA/2022/685,Adjoa Amoah,Business Admin.,300,2,2.94,68.4,0.784,1,0,0,0,0
UEN/BA/2021/686,Efua Appiah,Business Admin.,200,2,1.93,63.0,0.689,2,1,0,0,1
UEN/ME/2023/687,Ama Frimpong,Mech. Engineering,400,1,3.43,77.8,1.015,0,0,0,0,0
UEN/EE/2020/688,Poku Twumasi,Electrical Eng.,100,2,3.01,80.0,0.782,0,0,0,0,0
UEN/BA/2020/689,Kojo Osei,Business Admin.,100,1,3.08,68.2,0.538,1,0,0,0,0
UEN/EE/2022/690,Nana Sarpong,Electrical Eng.,300,2,3.46,100.0,0.834,0,0,0,0,0
UEN/CS/2023/691,Ato Darko,Computer Science,400,1,2.98,74.2,0.78,1,0,0,0,0
UEN/EE/2021/692,Kofi Osei,Electrical Eng.,200,1,2.45,70.6,0.752,2,0,0,0,1
UEN/ME/2023/693,Kwame Kumi,Mech. Engineering,400,1,2.38,66.6,0.695,3,0,0,0,1
UEN/ME/2020/694,Asante Kumi,Mech. Engineering,100,2,3.22,82.7,0.809,1,0,0,0,0
UEN/CS/2022/695,Adjoa Danso,Computer Science,300,1,3.19,74.8,0.857,1,0,0,0,0
UEN/CS/2023/696,Esi Appiah,Computer Science,400,1,3.58,82.0,0.923,1,0,0,0,0
UEN/ME/2022/697,Abena Antwi,Mech. Engineering,300,2,2.49,63.2,0.91,2,0,0,0,1
UEN/CS/2020/698,Ama Acheampong,Computer Science,100,1,3.47,83.4,0.991,1,0,0,0,0
UEN/CS/2022/699,Kweku Boateng,Computer Science,300,2,2.41,80.0,0.534,1,0,0,0,0
UEN/BA/2021/700,Afia Addo,Business Admin.,200,2,3.42,84.9,0.963,1,0,0,0,0
UEN/CS/2022/701,Kwame Ansah,Computer Science,300,1,1.26,57.0,0.565,2,0,1,1,1
UEN/EE/2021/702,Efua Frimpong,Electrical Eng.,200,2,3.21,96.8,0.869,1,0,0,0,0
UEN/CS/2023/703,Yaw Ntiamoah,Computer Science,400,1,3.63,64.7,0.729,1,0,0,0,0
UEN/BA/2022/704,Serwaa Agyei,Business Admin.,300,2,3.04,74.0,0.886,2,0,0,0,0
UEN/CS/2020/705,Ama Frimpong,Computer Science,100,1,3.44,78.9,0.894,1,0,0,0,0
UEN/ME/2020/706,Adwoa Amoah,Mech. Engineering,100,1,2.84,80.2,0.757,1,0,0,0,0
UEN/BA/2023/707,Akosua Asante,Business Admin.,400,1,3.65,82.8,0.81,0,0,0,0,0
UEN/EE/2023/708,Kwabena Amoah,Electrical Eng.,400,2,3.45,77.3,0.83,0,0,0,0,0
UEN/ME/2022/709,Kobby Adjei,Mech. Engineering,300,1,3.67,85.9,0.964,0,0,0,0,0
UEN/CS/2022/710,Adwoa Appiah,Computer Science,300,2,3.06,83.4,0.908,0,0,0,0,0
UEN/CS/2023/711,Serwaa Sarpong,Computer Science,400,1,2.75,68.1,0.699,1,0,0,0,0
UEN/EE/2021/712,Maame Acheampong,Electrical Eng.,200,1,3.34,76.3,0.782,2,0,0,0,0
UEN/ME/2020/713,Barimah Frimpong,Mech. Engineering,100,1,3.2,84.2,0.75,2,0,0,0,0
UEN/EE/2023/714,Ama Boateng,Electrical Eng.,400,1,3.68,77.9,0.817,1,0,0,0,0
UEN/ME/2020/715,Kobby Danso,Mech. Engineering,100,1,2.42,85.0,0.655,2,0,0,0,0
UEN/CS/2022/716,Kwesi Barimah,Computer Science,300,2,2.85,99.0,0.835,0,0,0,0,0
UEN/EE/2020/717,Kweku Owusu,Electrical Eng.,100,2,2.9,74.0,0.871,1,0,0,0,0
UEN/CS/2021/718,Kwabena Ntiamoah,Computer Science,200,1,2.93,97.5,0.901,0,0,0,0,0
UEN/CS/2023/719,Fiifi Asante,Computer Science,400,2,3.77,81.5,0.994,1,0,0,0,0
UEN/BA/2023/720,Serwaa Quartey,Business Admin.,400,1,3.31,96.6,0.774,0,0,0,0,0
UEN/BA/2021/721,Kwesi Barimah,Business Admin.,200,2,2.91,88.3,0.779,1,0,0,0,0
UEN/EE/2020/722,Fiifi Frimpong,Electrical Eng.,100,2,3.2,76.2,0.893,1,0,0,0,0
UEN/CS/2023/723,Maame Osei,Computer Science,400,2,3.03,77.9,0.779,1,0,0,0,0
UEN/EE/2020/724,Ohemaa Ansah,Electrical Eng.,100,2,3.52,100.0,1.047,0,0,0,0,0
UEN/EE/2023/725,Kojo Asante,Electrical Eng.,400,2,3.0,81.3,0.657,1,0,0,0,0
UEN/BA/2021/726,Yaw Mensah,Business Admin.,200,1,3.9,85.1,0.75,0,0,0,0,0
UEN/BA/2021/727,Akosua Nyarko,Business Admin.,200,2,4.0,91.0,1.077,0,0,0,0,0
UEN/BA/2023/728,Kweku Appiah,Business Admin.,400,2,3.06,79.8,0.768,1,0,0,0,0
UEN/CS/2021/729,Kwabena Twumasi,Computer Science,200,1,3.14,78.9,0.654,1,0,0,0,0
UEN/EE/2022/730,Ewurama Twumasi,Electrical Eng.,300,1,2.37,86.9,0.662,1,0,0,0,0
UEN/BA/2020/731,Kobby Twumasi,Business Admin.,100,1,3.51,80.9,0.993,1,0,0,0,0
UEN/BA/2022/732,Barimah Barimah,Business Admin.,300,1,3.73,94.0,0.921,1,0,0,0,0
UEN/CS/2021/733,Kow Barimah,Computer Science,200,1,2.39,47.8,0.626,3,0,1,0,1
UEN/EE/2020/734,Nana Nyarko,Electrical Eng.,100,2,3.04,69.5,0.871,1,0,0,0,0
UEN/BA/2023/735,Asante Sarpong,Business Admin.,400,2,2.73,92.6,0.659,1,0,0,0,0
UEN/ME/2021/736,Akosua Appiah,Mech. Engineering,200,1,3.17,87.9,0.867,2,0,0,0,0
UEN/CS/2020/737,Adjoa Bonsu,Computer Science,100,2,3.89,100.0,0.766,0,0,0,0,0
UEN/ME/2023/738,Kobby Addo,Mech. Engineering,400,2,3.98,96.4,1.002,0,0,0,0,0
UEN/CS/2022/739,Efua Twumasi,Computer Science,300,2,2.33,60.0,0.804,2,0,0,0,1
UEN/ME/2022/740,Esi Nyarko,Mech. Engineering,300,2,3.99,84.8,0.978,1,0,0,0,0
UEN/CS/2021/741,Kofi Mensah,Computer Science,200,2,3.3,95.5,0.933,0,0,0,0,0
UEN/ME/2021/742,Akosua Mensah,Mech. Engineering,200,1,2.74,79.2,0.971,1,0,0,0,0
UEN/EE/2020/743,Maame Fordjour,Electrical Eng.,100,2,2.63,81.4,0.868,0,0,0,0,0
UEN/CS/2021/744,Ama Darko,Computer Science,200,1,2.57,86.9,0.833,1,0,0,0,0
UEN/CS/2023/745,Barimah Osei,Computer Science,400,1,3.65,90.8,0.953,0,0,0,0,0
UEN/BA/2020/746,Kow Osei,Business Admin.,100,2,3.5,86.7,0.928,1,0,0,0,0
UEN/EE/2023/747,Serwaa Frimpong,Electrical Eng.,400,1,3.41,85.3,0.794,0,0,0,0,0
UEN/EE/2022/748,Asante Ntiamoah,Electrical Eng.,300,2,3.09,98.8,0.745,0,0,0,0,0
UEN/ME/2020/749,Kofi Appiah,Mech. Engineering,100,1,3.36,89.4,0.91,0,0,0,0,0
UEN/BA/2023/750,Esi Ansah,Business Admin.,400,2,3.1,95.6,0.977,0,0,0,0,0
UEN/ME/2022/751,Akosua Fordjour,Mech. Engineering,300,2,3.19,77.2,0.928,1,0,0,0,0
UEN/BA/2023/752,Adwoa Quartey,Business Admin.,400,1,3.81,87.1,1.064,0,0,0,0,0
UEN/BA/2023/753,Poku Owusu,Business Admin.,400,2,2.19,61.3,0.757,2,0,0,0,0
UEN/CS/2021/754,Afia Ntiamoah,Computer Science,200,2,3.8,87.8,0.969,1,0,0,0,0
UEN/CS/2020/755,Kobby Nyarko,Computer Science,100,1,2.86,82.8,0.851,2,0,0,0,0
UEN/EE/2021/756,Esi Addo,Electrical Eng.,200,2,1.95,78.5,0.699,3,0,1,0,1
UEN/ME/2023/757,Kojo Adjei,Mech. Engineering,400,2,2.47,82.2,0.797,1,0,0,0,0
UEN/EE/2021/758,Kwadwo Kumi,Electrical Eng.,200,2,2.53,73.3,0.972,3,0,1,0,1
UEN/ME/2020/759,Kwadwo Antwi,Mech. Engineering,100,2,2.83,84.9,0.875,1,0,0,0,0
UEN/CS/2023/760,Barimah Agyei,Computer Science,400,1,3.39,92.4,0.788,0,0,0,0,0
UEN/CS/2022/761,Afia Twumasi,Computer Science,300,2,2.39,81.8,0.635,1,0,0,0,0
UEN/EE/2021/762,Ohemaa Ntiamoah,Electrical Eng.,200,1,3.61,99.7,1.008,0,0,0,0,0
